method,mode,period,max_lag,K,alpha,n_edges,density
granger,log_return,2,2,none,0.005,33,0.03793103448275862
granger,log_return,2,2,none,0.01,55,0.06321839080459771
granger,log_return,2,2,none,0.02,94,0.10804597701149425
granger,log_return,2,2,none,0.05,154,0.17701149425287357
granger,log_return,2,2,none,0.1,229,0.2632183908045977
granger,log_return,2,2,none,0.2,383,0.44022988505747124
granger,log_return,2,2,none,0.3,486,0.5586206896551724
granger,log_return,2,2,none,0.5,638,0.7333333333333333
granger,log_return,2,2,5,0.001,13,0.014942528735632184
granger,log_return,2,2,5,0.005,32,0.0367816091954023
granger,log_return,2,2,5,0.01,50,0.05747126436781609
granger,log_return,2,2,5,0.02,83,0.09540229885057472
granger,log_return,2,2,5,0.05,117,0.13448275862068965
granger,log_return,2,2,5,0.1,132,0.15172413793103448
granger,log_return,2,2,5,0.2,148,0.17011494252873563
granger,log_return,2,2,5,0.3,150,0.1724137931034483
granger,log_return,2,2,5,0.5,150,0.1724137931034483
granger,log_return,2,2,4,0.001,13,0.014942528735632184
granger,log_return,2,2,4,0.005,31,0.035632183908045977
granger,log_return,2,2,4,0.01,48,0.05517241379310345
granger,log_return,2,2,4,0.02,76,0.08735632183908046
granger,log_return,2,2,4,0.05,101,0.11609195402298851
granger,log_return,2,2,4,0.1,109,0.12528735632183907
granger,log_return,2,2,4,0.2,119,0.1367816091954023
granger,log_return,2,2,4,0.3,120,0.13793103448275862
granger,log_return,2,2,4,0.5,120,0.13793103448275862
granger,log_return,2,3,none,0.001,4,0.004597701149425287
granger,log_return,2,3,none,0.005,17,0.01954022988505747
granger,log_return,2,3,none,0.01,27,0.03103448275862069
granger,log_return,2,3,none,0.02,41,0.047126436781609195
granger,log_return,2,3,none,0.05,76,0.08735632183908046
granger,log_return,2,3,none,0.1,138,0.15862068965517243
granger,log_return,2,3,none,0.2,234,0.2689655172413793
granger,log_return,2,3,none,0.3,343,0.39425287356321836
granger,log_return,2,3,none,0.5,536,0.6160919540229886
granger,log_return,2,3,5,0.001,4,0.004597701149425287
granger,log_return,2,3,5,0.005,17,0.01954022988505747
granger,log_return,2,3,5,0.01,27,0.03103448275862069
granger,log_return,2,3,5,0.02,41,0.047126436781609195
granger,log_return,2,3,5,0.05,69,0.07931034482758621
granger,log_return,2,3,5,0.1,98,0.11264367816091954
granger,log_return,2,3,5,0.2,135,0.15517241379310345
granger,log_return,2,3,5,0.3,147,0.16896551724137931
granger,log_return,2,3,5,0.5,150,0.1724137931034483
granger,log_return,2,3,4,0.001,4,0.004597701149425287
granger,log_return,2,3,4,0.005,17,0.01954022988505747
granger,log_return,2,3,4,0.01,27,0.03103448275862069
granger,log_return,2,3,4,0.02,39,0.04482758620689655
granger,log_return,2,3,4,0.05,63,0.07241379310344828
granger,log_return,2,3,4,0.1,86,0.09885057471264368
granger,log_return,2,3,4,0.2,113,0.12988505747126436
granger,log_return,2,3,4,0.3,119,0.1367816091954023
granger,log_return,2,3,4,0.5,120,0.13793103448275862
granger,log_return,3,1,none,0.001,0,0.0
granger,log_return,3,1,none,0.005,0,0.0
granger,log_return,3,1,none,0.01,2,0.0022988505747126436
granger,log_return,3,1,none,0.02,5,0.005747126436781609
granger,log_return,3,1,none,0.05,17,0.01954022988505747
granger,log_return,3,1,none,0.1,44,0.05057471264367816
granger,log_return,3,1,none,0.2,95,0.10919540229885058
granger,log_return,3,1,none,0.3,165,0.1896551724137931
granger,log_return,3,1,none,0.5,357,0.4103448275862069
granger,log_return,3,1,5,0.001,0,0.0
granger,log_return,3,1,5,0.005,0,0.0
granger,log_return,3,1,5,0.01,2,0.0022988505747126436
granger,log_return,3,1,5,0.02,5,0.005747126436781609
granger,log_return,3,1,5,0.05,17,0.01954022988505747
granger,log_return,3,1,5,0.1,44,0.05057471264367816
granger,log_return,3,1,5,0.2,88,0.10114942528735632
granger,log_return,3,1,5,0.3,122,0.14022988505747128
granger,log_return,3,1,5,0.5,150,0.1724137931034483
granger,log_return,3,1,4,0.001,0,0.0
granger,log_return,3,1,4,0.005,0,0.0
granger,log_return,3,1,4,0.01,2,0.0022988505747126436
granger,log_return,3,1,4,0.02,5,0.005747126436781609
granger,log_return,3,1,4,0.05,17,0.01954022988505747
granger,log_return,3,1,4,0.1,43,0.04942528735632184
granger,log_return,3,1,4,0.2,82,0.09425287356321839
granger,log_return,3,1,4,0.3,104,0.11954022988505747
granger,log_return,3,1,4,0.5,120,0.13793103448275862
granger,log_return,3,2,none,0.001,1,0.0011494252873563218
granger,log_return,3,2,none,0.005,3,0.0034482758620689655
granger,log_return,3,2,none,0.01,7,0.008045977011494253
granger,log_return,3,2,none,0.02,14,0.016091954022988506
granger,log_return,3,2,none,0.05,50,0.05747126436781609
granger,log_return,3,2,none,0.1,87,0.1
granger,log_return,3,2,none,0.2,154,0.17701149425287357
granger,log_return,3,2,none,0.3,234,0.2689655172413793
granger,log_return,3,2,none,0.5,411,0.4724137931034483
granger,log_return,3,2,5,0.001,1,0.0011494252873563218
granger,log_return,3,2,5,0.005,3,0.0034482758620689655
granger,log_return,3,2,5,0.01,7,0.008045977011494253
granger,log_return,3,2,5,0.02,14,0.016091954022988506
granger,log_return,3,2,5,0.05,48,0.05517241379310345
granger,log_return,3,2,5,0.1,81,0.09310344827586207
granger,log_return,3,2,5,0.2,122,0.14022988505747128
granger,log_return,3,2,5,0.3,141,0.16206896551724137
granger,log_return,3,2,5,0.5,150,0.1724137931034483
granger,log_return,3,2,4,0.001,1,0.0011494252873563218
granger,log_return,3,2,4,0.005,3,0.0034482758620689655
granger,log_return,3,2,4,0.01,7,0.008045977011494253
granger,log_return,3,2,4,0.02,14,0.016091954022988506
granger,log_return,3,2,4,0.05,46,0.052873563218390804
granger,log_return,3,2,4,0.1,76,0.08735632183908046
granger,log_return,3,2,4,0.2,103,0.11839080459770115
granger,log_return,3,2,4,0.3,116,0.13333333333333333
granger,log_return,3,2,4,0.5,120,0.13793103448275862
granger,log_return,3,3,none,0.001,1,0.0011494252873563218
granger,log_return,3,3,none,0.005,7,0.008045977011494253
granger,log_return,3,3,none,0.01,14,0.016091954022988506
granger,log_return,3,3,none,0.02,25,0.028735632183908046
granger,log_return,3,3,none,0.05,61,0.07011494252873564
granger,log_return,3,3,none,0.1,128,0.1471264367816092
granger,log_return,3,3,none,0.2,248,0.2850574712643678
granger,log_return,3,3,none,0.3,343,0.39425287356321836
granger,log_return,3,3,none,0.5,513,0.5896551724137931
granger,log_return,3,3,5,0.001,1,0.0011494252873563218
granger,log_return,3,3,5,0.005,7,0.008045977011494253
granger,log_return,3,3,5,0.01,14,0.016091954022988506
granger,log_return,3,3,5,0.02,25,0.028735632183908046
granger,log_return,3,3,5,0.05,60,0.06896551724137931
granger,log_return,3,3,5,0.1,107,0.12298850574712644
granger,log_return,3,3,5,0.2,144,0.16551724137931034
granger,log_return,3,3,5,0.3,148,0.17011494252873563
granger,log_return,3,3,5,0.5,149,0.17126436781609194
granger,log_return,3,3,4,0.001,1,0.0011494252873563218
granger,log_return,3,3,4,0.005,7,0.008045977011494253
granger,log_return,3,3,4,0.01,14,0.016091954022988506
granger,log_return,3,3,4,0.02,25,0.028735632183908046
granger,log_return,3,3,4,0.05,58,0.06666666666666667
granger,log_return,3,3,4,0.1,95,0.10919540229885058
granger,log_return,3,3,4,0.2,118,0.135632183908046
granger,log_return,3,3,4,0.3,119,0.1367816091954023
granger,log_return,3,3,4,0.5,120,0.13793103448275862
digauss,log_return,0,1,none,0.001,4,0.004597701149425287
digauss,log_return,0,1,none,0.005,14,0.016091954022988506
digauss,log_return,0,1,none,0.01,24,0.027586206896551724
digauss,log_return,0,1,none,0.02,37,0.04252873563218391
digauss,log_return,0,1,none,0.05,62,0.07126436781609195
digauss,log_return,0,1,none,0.1,103,0.11839080459770115
digauss,log_return,0,1,none,0.2,213,0.24482758620689654
digauss,log_return,0,1,none,0.3,298,0.3425287356321839
digauss,log_return,0,1,none,0.5,462,0.5310344827586206
digauss,log_return,0,1,5,0.001,4,0.004597701149425287
digauss,log_return,0,1,5,0.005,14,0.016091954022988506
digauss,log_return,0,1,5,0.01,24,0.027586206896551724
digauss,log_return,0,1,5,0.02,37,0.04252873563218391
digauss,log_return,0,1,5,0.05,58,0.06666666666666667
digauss,log_return,0,1,5,0.1,91,0.10459770114942529
digauss,log_return,0,1,5,0.2,138,0.15862068965517243
digauss,log_return,0,1,5,0.3,145,0.16666666666666666
digauss,log_return,0,1,5,0.5,150,0.1724137931034483
digauss,log_return,0,1,4,0.001,4,0.004597701149425287
digauss,log_return,0,1,4,0.005,14,0.016091954022988506
digauss,log_return,0,1,4,0.01,24,0.027586206896551724
digauss,log_return,0,1,4,0.02,37,0.04252873563218391
digauss,log_return,0,1,4,0.05,56,0.06436781609195402
digauss,log_return,0,1,4,0.1,85,0.09770114942528736
digauss,log_return,0,1,4,0.2,114,0.1310344827586207
digauss,log_return,0,1,4,0.3,118,0.135632183908046
digauss,log_return,0,1,4,0.5,120,0.13793103448275862
digauss,log_return,0,2,none,0.001,6,0.006896551724137931
digauss,log_return,0,2,none,0.005,24,0.027586206896551724
digauss,log_return,0,2,none,0.01,33,0.03793103448275862
digauss,log_return,0,2,none,0.02,50,0.05747126436781609
digauss,log_return,0,2,none,0.05,105,0.1206896551724138
digauss,log_return,0,2,none,0.1,154,0.17701149425287357
digauss,log_return,0,2,none,0.2,256,0.2942528735632184
digauss,log_return,0,2,none,0.3,347,0.3988505747126437
digauss,log_return,0,2,none,0.5,505,0.5804597701149425
digauss,log_return,0,2,5,0.001,6,0.006896551724137931
digauss,log_return,0,2,5,0.005,24,0.027586206896551724
digauss,log_return,0,2,5,0.01,33,0.03793103448275862
digauss,log_return,0,2,5,0.02,50,0.05747126436781609
digauss,log_return,0,2,5,0.05,91,0.10459770114942529
digauss,log_return,0,2,5,0.1,118,0.135632183908046
digauss,log_return,0,2,5,0.2,142,0.1632183908045977
digauss,log_return,0,2,5,0.3,150,0.1724137931034483
digauss,log_return,0,2,5,0.5,150,0.1724137931034483
digauss,log_return,0,2,4,0.001,6,0.006896551724137931
digauss,log_return,0,2,4,0.005,24,0.027586206896551724
digauss,log_return,0,2,4,0.01,33,0.03793103448275862
digauss,log_return,0,2,4,0.02,49,0.05632183908045977
digauss,log_return,0,2,4,0.05,83,0.09540229885057472
digauss,log_return,0,2,4,0.1,104,0.11954022988505747
digauss,log_return,0,2,4,0.2,115,0.13218390804597702
digauss,log_return,0,2,4,0.3,120,0.13793103448275862
digauss,log_return,0,2,4,0.5,120,0.13793103448275862
digauss,log_return,0,3,none,0.001,6,0.006896551724137931
digauss,log_return,0,3,none,0.005,13,0.014942528735632184
digauss,log_return,0,3,none,0.01,18,0.020689655172413793
digauss,log_return,0,3,none,0.02,31,0.035632183908045977
digauss,log_return,0,3,none,0.05,67,0.07701149425287357
digauss,log_return,0,3,none,0.1,121,0.13908045977011493
digauss,log_return,0,3,none,0.2,217,0.24942528735632183
digauss,log_return,0,3,none,0.3,302,0.3471264367816092
digauss,log_return,0,3,none,0.5,463,0.532183908045977
digauss,log_return,0,3,5,0.001,6,0.006896551724137931
digauss,log_return,0,3,5,0.005,13,0.014942528735632184
digauss,log_return,0,3,5,0.01,18,0.020689655172413793
digauss,log_return,0,3,5,0.02,28,0.03218390804597701
digauss,log_return,0,3,5,0.05,56,0.06436781609195402
digauss,log_return,0,3,5,0.1,95,0.10919540229885058
digauss,log_return,0,3,5,0.2,141,0.16206896551724137
digauss,log_return,0,3,5,0.3,148,0.17011494252873563
digauss,log_return,0,3,5,0.5,150,0.1724137931034483
digauss,log_return,0,3,4,0.001,6,0.006896551724137931
digauss,log_return,0,3,4,0.005,13,0.014942528735632184
digauss,log_return,0,3,4,0.01,18,0.020689655172413793
digauss,log_return,0,3,4,0.02,26,0.029885057471264367
digauss,log_return,0,3,4,0.05,53,0.06091954022988506
digauss,log_return,0,3,4,0.1,87,0.1
digauss,log_return,0,3,4,0.2,117,0.13448275862068965
digauss,log_return,0,3,4,0.3,119,0.1367816091954023
digauss,log_return,0,3,4,0.5,120,0.13793103448275862
digauss,log_return,1,1,none,0.001,3,0.0034482758620689655
digauss,log_return,1,1,none,0.005,10,0.011494252873563218
digauss,log_return,1,1,none,0.01,19,0.021839080459770115
digauss,log_return,1,1,none,0.02,31,0.035632183908045977
digauss,log_return,1,1,none,0.05,60,0.06896551724137931
digauss,log_return,1,1,none,0.1,103,0.11839080459770115
digauss,log_return,1,1,none,0.2,211,0.2425287356321839
digauss,log_return,1,1,none,0.3,294,0.33793103448275863
digauss,log_return,1,1,none,0.5,465,0.5344827586206896
digauss,log_return,1,1,5,0.001,3,0.0034482758620689655
digauss,log_return,1,1,5,0.005,10,0.011494252873563218
digauss,log_return,1,1,5,0.01,19,0.021839080459770115
digauss,log_return,1,1,5,0.02,27,0.03103448275862069
digauss,log_return,1,1,5,0.05,48,0.05517241379310345
digauss,log_return,1,1,5,0.1,78,0.0896551724137931
digauss,log_return,1,1,5,0.2,133,0.1528735632183908
digauss,log_return,1,1,5,0.3,147,0.16896551724137931
digauss,log_return,1,1,5,0.5,150,0.1724137931034483
digauss,log_return,1,1,4,0.001,3,0.0034482758620689655
digauss,log_return,1,1,4,0.005,10,0.011494252873563218
digauss,log_return,1,1,4,0.01,18,0.020689655172413793
digauss,log_return,1,1,4,0.02,25,0.028735632183908046
digauss,log_return,1,1,4,0.05,45,0.05172413793103448
digauss,log_return,1,1,4,0.1,72,0.08275862068965517
digauss,log_return,1,1,4,0.2,113,0.12988505747126436
digauss,log_return,1,1,4,0.3,118,0.135632183908046
digauss,log_return,1,1,4,0.5,120,0.13793103448275862
digauss,log_return,1,2,none,0.001,4,0.004597701149425287
digauss,log_return,1,2,none,0.005,11,0.01264367816091954
digauss,log_return,1,2,none,0.01,17,0.01954022988505747
digauss,log_return,1,2,none,0.02,31,0.035632183908045977
digauss,log_return,1,2,none,0.05,66,0.07586206896551724
digauss,log_return,1,2,none,0.1,104,0.11954022988505747
digauss,log_return,1,2,none,0.2,185,0.21264367816091953
digauss,log_return,1,2,none,0.3,276,0.31724137931034485
digauss,log_return,1,2,none,0.5,448,0.5149425287356322
digauss,log_return,1,2,5,0.001,4,0.004597701149425287
digauss,log_return,1,2,5,0.005,10,0.011494252873563218
digauss,log_return,1,2,5,0.01,16,0.01839080459770115
digauss,log_return,1,2,5,0.02,29,0.03333333333333333
digauss,log_return,1,2,5,0.05,60,0.06896551724137931
digauss,log_return,1,2,5,0.1,88,0.10114942528735632
digauss,log_return,1,2,5,0.2,126,0.14482758620689656
digauss,log_return,1,2,5,0.3,143,0.16436781609195403
digauss,log_return,1,2,5,0.5,150,0.1724137931034483
digauss,log_return,1,2,4,0.001,4,0.004597701149425287
digauss,log_return,1,2,4,0.005,9,0.010344827586206896
digauss,log_return,1,2,4,0.01,15,0.017241379310344827
digauss,log_return,1,2,4,0.02,27,0.03103448275862069
digauss,log_return,1,2,4,0.05,56,0.06436781609195402
digauss,log_return,1,2,4,0.1,79,0.09080459770114943
digauss,log_return,1,2,4,0.2,107,0.12298850574712644
digauss,log_return,1,2,4,0.3,115,0.13218390804597702
digauss,log_return,1,2,4,0.5,120,0.13793103448275862
digauss,log_return,1,3,none,0.001,7,0.008045977011494253
digauss,log_return,1,3,none,0.005,21,0.02413793103448276
digauss,log_return,1,3,none,0.01,28,0.03218390804597701
digauss,log_return,1,3,none,0.02,45,0.05172413793103448
digauss,log_return,1,3,none,0.05,86,0.09885057471264368
digauss,log_return,1,3,none,0.1,144,0.16551724137931034
digauss,log_return,1,3,none,0.2,251,0.2885057471264368
digauss,log_return,1,3,none,0.3,336,0.38620689655172413
digauss,log_return,1,3,none,0.5,509,0.5850574712643678
digauss,log_return,1,3,5,0.001,7,0.008045977011494253
digauss,log_return,1,3,5,0.005,19,0.021839080459770115
digauss,log_return,1,3,5,0.01,26,0.029885057471264367
digauss,log_return,1,3,5,0.02,41,0.047126436781609195
digauss,log_return,1,3,5,0.05,74,0.08505747126436781
digauss,log_return,1,3,5,0.1,101,0.11609195402298851
digauss,log_return,1,3,5,0.2,136,0.15632183908045977
digauss,log_return,1,3,5,0.3,149,0.17126436781609194
digauss,log_return,1,3,5,0.5,150,0.1724137931034483
digauss,log_return,1,3,4,0.001,6,0.006896551724137931
digauss,log_return,1,3,4,0.005,18,0.020689655172413793
digauss,log_return,1,3,4,0.01,25,0.028735632183908046
digauss,log_return,1,3,4,0.02,40,0.04597701149425287
digauss,log_return,1,3,4,0.05,69,0.07931034482758621
digauss,log_return,1,3,4,0.1,87,0.1
digauss,log_return,1,3,4,0.2,113,0.12988505747126436
digauss,log_return,1,3,4,0.3,120,0.13793103448275862
digauss,log_return,1,3,4,0.5,120,0.13793103448275862
digauss,log_return,2,1,none,0.001,105,0.1206896551724138
digauss,log_return,2,1,none,0.005,173,0.19885057471264367
digauss,log_return,2,1,none,0.01,225,0.25862068965517243
digauss,log_return,2,1,none,0.02,287,0.32988505747126434
digauss,log_return,2,1,none,0.05,407,0.46781609195402296
digauss,log_return,2,1,none,0.1,484,0.5563218390804597
digauss,log_return,2,1,none,0.2,598,0.6873563218390805
digauss,log_return,2,1,none,0.3,675,0.7758620689655172
digauss,log_return,2,1,none,0.5,740,0.8505747126436781
digauss,log_return,2,1,5,0.001,91,0.10459770114942529
digauss,log_return,2,1,5,0.005,118,0.135632183908046
digauss,log_return,2,1,5,0.01,128,0.1471264367816092
digauss,log_return,2,1,5,0.02,140,0.16091954022988506
digauss,log_return,2,1,5,0.05,150,0.1724137931034483
digauss,log_return,2,1,5,0.1,150,0.1724137931034483
digauss,log_return,2,1,5,0.2,150,0.1724137931034483
digauss,log_return,2,1,5,0.3,150,0.1724137931034483
digauss,log_return,2,1,5,0.5,150,0.1724137931034483
digauss,log_return,2,1,4,0.001,81,0.09310344827586207
digauss,log_return,2,1,4,0.005,99,0.11379310344827587
digauss,log_return,2,1,4,0.01,106,0.12183908045977011
digauss,log_return,2,1,4,0.02,115,0.13218390804597702
digauss,log_return,2,1,4,0.05,120,0.13793103448275862
digauss,log_return,2,1,4,0.1,120,0.13793103448275862
digauss,log_return,2,1,4,0.2,120,0.13793103448275862
digauss,log_return,2,1,4,0.3,120,0.13793103448275862
digauss,log_return,2,1,4,0.5,120,0.13793103448275862
digauss,log_return,2,2,none,0.001,52,0.059770114942528735
digauss,log_return,2,2,none,0.005,115,0.13218390804597702
digauss,log_return,2,2,none,0.01,151,0.1735632183908046
digauss,log_return,2,2,none,0.02,213,0.24482758620689654
digauss,log_return,2,2,none,0.05,303,0.3482758620689655
digauss,log_return,2,2,none,0.1,399,0.4586206896551724
digauss,log_return,2,2,none,0.2,512,0.5885057471264368
digauss,log_return,2,2,none,0.3,601,0.6908045977011494
digauss,log_return,2,2,none,0.5,712,0.8183908045977012
digauss,log_return,2,2,5,0.001,46,0.052873563218390804
digauss,log_return,2,2,5,0.005,86,0.09885057471264368
digauss,log_return,2,2,5,0.01,103,0.11839080459770115
digauss,log_return,2,2,5,0.02,122,0.14022988505747128
digauss,log_return,2,2,5,0.05,142,0.1632183908045977
digauss,log_return,2,2,5,0.1,149,0.17126436781609194
digauss,log_return,2,2,5,0.2,150,0.1724137931034483
digauss,log_return,2,2,5,0.3,150,0.1724137931034483
digauss,log_return,2,2,5,0.5,150,0.1724137931034483
digauss,log_return,2,2,4,0.001,42,0.04827586206896552
digauss,log_return,2,2,4,0.005,76,0.08735632183908046
digauss,log_return,2,2,4,0.01,87,0.1
digauss,log_return,2,2,4,0.02,103,0.11839080459770115
digauss,log_return,2,2,4,0.05,116,0.13333333333333333
digauss,log_return,2,2,4,0.1,120,0.13793103448275862
digauss,log_return,2,2,4,0.2,120,0.13793103448275862
digauss,log_return,2,2,4,0.3,120,0.13793103448275862
digauss,log_return,2,2,4,0.5,120,0.13793103448275862
digauss,log_return,2,3,none,0.001,36,0.041379310344827586
digauss,log_return,2,3,none,0.005,73,0.0839080459770115
digauss,log_return,2,3,none,0.01,101,0.11609195402298851
digauss,log_return,2,3,none,0.02,142,0.1632183908045977
digauss,log_return,2,3,none,0.05,233,0.267816091954023
digauss,log_return,2,3,none,0.1,317,0.364367816091954
digauss,log_return,2,3,none,0.2,433,0.49770114942528737
digauss,log_return,2,3,none,0.3,523,0.6011494252873564
digauss,log_return,2,3,none,0.5,666,0.7655172413793103
digauss,log_return,2,3,5,0.001,35,0.040229885057471264
digauss,log_return,2,3,5,0.005,67,0.07701149425287357
digauss,log_return,2,3,5,0.01,81,0.09310344827586207
digauss,log_return,2,3,5,0.02,97,0.11149425287356322
digauss,log_return,2,3,5,0.05,127,0.14597701149425288
digauss,log_return,2,3,5,0.1,142,0.1632183908045977
digauss,log_return,2,3,5,0.2,146,0.167816091954023
digauss,log_return,2,3,5,0.3,150,0.1724137931034483
digauss,log_return,2,3,5,0.5,150,0.1724137931034483
digauss,log_return,2,3,4,0.001,34,0.03908045977011494
