method,mode,period,max_lag,K,alpha,n_edges,density
digauss,log_return,2,3,4,0.005,60,0.06896551724137931
digauss,log_return,2,3,4,0.01,72,0.08275862068965517
digauss,log_return,2,3,4,0.02,85,0.09770114942528736
digauss,log_return,2,3,4,0.05,105,0.1206896551724138
digauss,log_return,2,3,4,0.1,115,0.13218390804597702
digauss,log_return,2,3,4,0.2,117,0.13448275862068965
digauss,log_return,2,3,4,0.3,120,0.13793103448275862
digauss,log_return,2,3,4,0.5,120,0.13793103448275862
digauss,log_return,3,1,none,0.001,0,0.0
digauss,log_return,3,1,none,0.005,3,0.0034482758620689655
digauss,log_return,3,1,none,0.01,8,0.009195402298850575
digauss,log_return,3,1,none,0.02,18,0.020689655172413793
digauss,log_return,3,1,none,0.05,52,0.059770114942528735
digauss,log_return,3,1,none,0.1,93,0.10689655172413794
digauss,log_return,3,1,none,0.2,176,0.20229885057471264
digauss,log_return,3,1,none,0.3,268,0.3080459770114943
digauss,log_return,3,1,none,0.5,445,0.5114942528735632
digauss,log_return,3,1,5,0.001,0,0.0
digauss,log_return,3,1,5,0.005,3,0.0034482758620689655
digauss,log_return,3,1,5,0.01,8,0.009195402298850575
digauss,log_return,3,1,5,0.02,18,0.020689655172413793
digauss,log_return,3,1,5,0.05,52,0.059770114942528735
digauss,log_return,3,1,5,0.1,85,0.09770114942528736
digauss,log_return,3,1,5,0.2,124,0.1425287356321839
digauss,log_return,3,1,5,0.3,145,0.16666666666666666
digauss,log_return,3,1,5,0.5,150,0.1724137931034483
digauss,log_return,3,1,4,0.001,0,0.0
digauss,log_return,3,1,4,0.005,3,0.0034482758620689655
digauss,log_return,3,1,4,0.01,8,0.009195402298850575
digauss,log_return,3,1,4,0.02,18,0.020689655172413793
digauss,log_return,3,1,4,0.05,51,0.05862068965517241
digauss,log_return,3,1,4,0.1,75,0.08620689655172414
digauss,log_return,3,1,4,0.2,106,0.12183908045977011
digauss,log_return,3,1,4,0.3,119,0.1367816091954023
digauss,log_return,3,1,4,0.5,120,0.13793103448275862
digauss,log_return,3,2,none,0.001,3,0.0034482758620689655
digauss,log_return,3,2,none,0.005,12,0.013793103448275862
digauss,log_return,3,2,none,0.01,16,0.01839080459770115
digauss,log_return,3,2,none,0.02,27,0.03103448275862069
digauss,log_return,3,2,none,0.05,70,0.08045977011494253
digauss,log_return,3,2,none,0.1,123,0.1413793103448276
digauss,log_return,3,2,none,0.2,200,0.22988505747126436
digauss,log_return,3,2,none,0.3,295,0.3390804597701149
digauss,log_return,3,2,none,0.5,461,0.5298850574712644
digauss,log_return,3,2,5,0.001,3,0.0034482758620689655
digauss,log_return,3,2,5,0.005,12,0.013793103448275862
digauss,log_return,3,2,5,0.01,16,0.01839080459770115
digauss,log_return,3,2,5,0.02,27,0.03103448275862069
digauss,log_return,3,2,5,0.05,64,0.0735632183908046
digauss,log_return,3,2,5,0.1,102,0.11724137931034483
digauss,log_return,3,2,5,0.2,130,0.14942528735632185
digauss,log_return,3,2,5,0.3,147,0.16896551724137931
digauss,log_return,3,2,5,0.5,150,0.1724137931034483
digauss,log_return,3,2,4,0.001,3,0.0034482758620689655
digauss,log_return,3,2,4,0.005,12,0.013793103448275862
digauss,log_return,3,2,4,0.01,16,0.01839080459770115
digauss,log_return,3,2,4,0.02,27,0.03103448275862069
digauss,log_return,3,2,4,0.05,61,0.07011494252873564
digauss,log_return,3,2,4,0.1,89,0.10229885057471265
digauss,log_return,3,2,4,0.2,108,0.12413793103448276
digauss,log_return,3,2,4,0.3,119,0.1367816091954023
digauss,log_return,3,2,4,0.5,120,0.13793103448275862
digauss,log_return,3,3,none,0.001,2,0.0022988505747126436
digauss,log_return,3,3,none,0.005,10,0.011494252873563218
digauss,log_return,3,3,none,0.01,17,0.01954022988505747
digauss,log_return,3,3,none,0.02,38,0.04367816091954023
digauss,log_return,3,3,none,0.05,84,0.09655172413793103
digauss,log_return,3,3,none,0.1,147,0.16896551724137931
digauss,log_return,3,3,none,0.2,274,0.31494252873563217
digauss,log_return,3,3,none,0.3,360,0.41379310344827586
digauss,log_return,3,3,none,0.5,516,0.593103448275862
digauss,log_return,3,3,5,0.001,2,0.0022988505747126436
digauss,log_return,3,3,5,0.005,10,0.011494252873563218
digauss,log_return,3,3,5,0.01,17,0.01954022988505747
digauss,log_return,3,3,5,0.02,38,0.04367816091954023
digauss,log_return,3,3,5,0.05,81,0.09310344827586207
digauss,log_return,3,3,5,0.1,117,0.13448275862068965
digauss,log_return,3,3,5,0.2,144,0.16551724137931034
digauss,log_return,3,3,5,0.3,148,0.17011494252873563
digauss,log_return,3,3,5,0.5,150,0.1724137931034483
digauss,log_return,3,3,4,0.001,2,0.0022988505747126436
digauss,log_return,3,3,4,0.005,10,0.011494252873563218
digauss,log_return,3,3,4,0.01,17,0.01954022988505747
digauss,log_return,3,3,4,0.02,38,0.04367816091954023
digauss,log_return,3,3,4,0.05,76,0.08735632183908046
digauss,log_return,3,3,4,0.1,99,0.11379310344827587
digauss,log_return,3,3,4,0.2,118,0.135632183908046
digauss,log_return,3,3,4,0.3,119,0.1367816091954023
digauss,log_return,3,3,4,0.5,120,0.13793103448275862
te,log_return,0,1,none,0.001,0,0.0
te,log_return,0,1,none,0.005,0,0.0
te,log_return,0,1,none,0.01,2,0.0022988505747126436
te,log_return,0,1,none,0.02,8,0.009195402298850575
te,log_return,0,1,none,0.05,22,0.02528735632183908
te,log_return,0,1,none,0.1,89,0.10229885057471265
te,log_return,0,1,none,0.2,165,0.1896551724137931
te,log_return,0,1,none,0.3,245,0.28160919540229884
te,log_return,0,1,none,0.5,423,0.4862068965517241
te,log_return,0,1,5,0.001,0,0.0
te,log_return,0,1,5,0.005,0,0.0
te,log_return,0,1,5,0.01,2,0.0022988505747126436
te,log_return,0,1,5,0.02,8,0.009195402298850575
te,log_return,0,1,5,0.05,22,0.02528735632183908
te,log_return,0,1,5,0.1,87,0.1
te,log_return,0,1,5,0.2,133,0.1528735632183908
te,log_return,0,1,5,0.3,147,0.16896551724137931
te,log_return,0,1,5,0.5,150,0.1724137931034483
te,log_return,0,1,4,0.001,0,0.0
te,log_return,0,1,4,0.005,0,0.0
te,log_return,0,1,4,0.01,2,0.0022988505747126436
te,log_return,0,1,4,0.02,8,0.009195402298850575
te,log_return,0,1,4,0.05,22,0.02528735632183908
te,log_return,0,1,4,0.1,82,0.09425287356321839
te,log_return,0,1,4,0.2,111,0.12758620689655173
te,log_return,0,1,4,0.3,119,0.1367816091954023
te,log_return,0,1,4,0.5,120,0.13793103448275862
te,log_return,0,2,none,0.001,0,0.0
te,log_return,0,2,none,0.005,11,0.01264367816091954
te,log_return,0,2,none,0.01,18,0.020689655172413793
te,log_return,0,2,none,0.02,37,0.04252873563218391
te,log_return,0,2,none,0.05,81,0.09310344827586207
te,log_return,0,2,none,0.1,131,0.15057471264367817
te,log_return,0,2,none,0.2,217,0.24942528735632183
te,log_return,0,2,none,0.3,297,0.3413793103448276
te,log_return,0,2,none,0.5,483,0.5551724137931034
te,log_return,0,2,5,0.001,0,0.0
te,log_return,0,2,5,0.005,11,0.01264367816091954
te,log_return,0,2,5,0.01,18,0.020689655172413793
te,log_return,0,2,5,0.02,37,0.04252873563218391
te,log_return,0,2,5,0.05,78,0.0896551724137931
te,log_return,0,2,5,0.1,112,0.12873563218390804
te,log_return,0,2,5,0.2,141,0.16206896551724137
te,log_return,0,2,5,0.3,147,0.16896551724137931
te,log_return,0,2,5,0.5,150,0.1724137931034483
te,log_return,0,2,4,0.001,0,0.0
te,log_return,0,2,4,0.005,11,0.01264367816091954
te,log_return,0,2,4,0.01,18,0.020689655172413793
te,log_return,0,2,4,0.02,36,0.041379310344827586
te,log_return,0,2,4,0.05,73,0.0839080459770115
te,log_return,0,2,4,0.1,98,0.11264367816091954
te,log_return,0,2,4,0.2,117,0.13448275862068965
te,log_return,0,2,4,0.3,119,0.1367816091954023
te,log_return,0,2,4,0.5,120,0.13793103448275862
te,log_return,0,3,none,0.001,0,0.0
te,log_return,0,3,none,0.005,1,0.0011494252873563218
te,log_return,0,3,none,0.01,17,0.01954022988505747
te,log_return,0,3,none,0.02,29,0.03333333333333333
te,log_return,0,3,none,0.05,61,0.07011494252873564
te,log_return,0,3,none,0.1,145,0.16666666666666666
te,log_return,0,3,none,0.2,251,0.2885057471264368
te,log_return,0,3,none,0.3,340,0.39080459770114945
te,log_return,0,3,none,0.5,512,0.5885057471264368
te,log_return,0,3,5,0.001,0,0.0
te,log_return,0,3,5,0.005,1,0.0011494252873563218
te,log_return,0,3,5,0.01,17,0.01954022988505747
te,log_return,0,3,5,0.02,29,0.03333333333333333
te,log_return,0,3,5,0.05,60,0.06896551724137931
te,log_return,0,3,5,0.1,118,0.135632183908046
te,log_return,0,3,5,0.2,147,0.16896551724137931
te,log_return,0,3,5,0.3,150,0.1724137931034483
te,log_return,0,3,5,0.5,150,0.1724137931034483
te,log_return,0,3,4,0.001,0,0.0
te,log_return,0,3,4,0.005,1,0.0011494252873563218
te,log_return,0,3,4,0.01,17,0.01954022988505747
te,log_return,0,3,4,0.02,29,0.03333333333333333
te,log_return,0,3,4,0.05,58,0.06666666666666667
te,log_return,0,3,4,0.1,104,0.11954022988505747
te,log_return,0,3,4,0.2,119,0.1367816091954023
te,log_return,0,3,4,0.3,120,0.13793103448275862
te,log_return,0,3,4,0.5,120,0.13793103448275862
te,log_return,1,1,none,0.001,0,0.0
te,log_return,1,1,none,0.005,3,0.0034482758620689655
te,log_return,1,1,none,0.01,7,0.008045977011494253
te,log_return,1,1,none,0.02,17,0.01954022988505747
te,log_return,1,1,none,0.05,41,0.047126436781609195
te,log_return,1,1,none,0.1,80,0.09195402298850575
te,log_return,1,1,none,0.2,188,0.2160919540229885
te,log_return,1,1,none,0.3,259,0.29770114942528736
te,log_return,1,1,none,0.5,412,0.4735632183908046
te,log_return,1,1,5,0.001,0,0.0
te,log_return,1,1,5,0.005,3,0.0034482758620689655
te,log_return,1,1,5,0.01,7,0.008045977011494253
te,log_return,1,1,5,0.02,17,0.01954022988505747
te,log_return,1,1,5,0.05,41,0.047126436781609195
te,log_return,1,1,5,0.1,73,0.0839080459770115
te,log_return,1,1,5,0.2,133,0.1528735632183908
te,log_return,1,1,5,0.3,145,0.16666666666666666
te,log_return,1,1,5,0.5,150,0.1724137931034483
te,log_return,1,1,4,0.001,0,0.0
te,log_return,1,1,4,0.005,3,0.0034482758620689655
te,log_return,1,1,4,0.01,7,0.008045977011494253
te,log_return,1,1,4,0.02,17,0.01954022988505747
te,log_return,1,1,4,0.05,41,0.047126436781609195
te,log_return,1,1,4,0.1,65,0.07471264367816093
te,log_return,1,1,4,0.2,111,0.12758620689655173
te,log_return,1,1,4,0.3,119,0.1367816091954023
te,log_return,1,1,4,0.5,120,0.13793103448275862
te,log_return,1,2,none,0.001,0,0.0
te,log_return,1,2,none,0.005,1,0.0011494252873563218
te,log_return,1,2,none,0.01,4,0.004597701149425287
te,log_return,1,2,none,0.02,8,0.009195402298850575
te,log_return,1,2,none,0.05,46,0.052873563218390804
te,log_return,1,2,none,0.1,120,0.13793103448275862
te,log_return,1,2,none,0.2,232,0.26666666666666666
te,log_return,1,2,none,0.3,301,0.34597701149425286
te,log_return,1,2,none,0.5,439,0.5045977011494253
te,log_return,1,2,5,0.001,0,0.0
te,log_return,1,2,5,0.005,1,0.0011494252873563218
te,log_return,1,2,5,0.01,4,0.004597701149425287
te,log_return,1,2,5,0.02,8,0.009195402298850575
te,log_return,1,2,5,0.05,46,0.052873563218390804
te,log_return,1,2,5,0.1,106,0.12183908045977011
te,log_return,1,2,5,0.2,147,0.16896551724137931
te,log_return,1,2,5,0.3,149,0.17126436781609194
te,log_return,1,2,5,0.5,150,0.1724137931034483
te,log_return,1,2,4,0.001,0,0.0
te,log_return,1,2,4,0.005,1,0.0011494252873563218
te,log_return,1,2,4,0.01,4,0.004597701149425287
te,log_return,1,2,4,0.02,8,0.009195402298850575
te,log_return,1,2,4,0.05,46,0.052873563218390804
te,log_return,1,2,4,0.1,95,0.10919540229885058
te,log_return,1,2,4,0.2,119,0.1367816091954023
te,log_return,1,2,4,0.3,120,0.13793103448275862
te,log_return,1,2,4,0.5,120,0.13793103448275862
te,log_return,1,3,none,0.001,0,0.0
te,log_return,1,3,none,0.005,1,0.0011494252873563218
te,log_return,1,3,none,0.01,15,0.017241379310344827
te,log_return,1,3,none,0.02,38,0.04367816091954023
te,log_return,1,3,none,0.05,56,0.06436781609195402
te,log_return,1,3,none,0.1,86,0.09885057471264368
te,log_return,1,3,none,0.2,199,0.22873563218390805
te,log_return,1,3,none,0.3,261,0.3
te,log_return,1,3,none,0.5,425,0.4885057471264368
te,log_return,1,3,5,0.001,0,0.0
te,log_return,1,3,5,0.005,1,0.0011494252873563218
te,log_return,1,3,5,0.01,15,0.017241379310344827
te,log_return,1,3,5,0.02,38,0.04367816091954023
te,log_return,1,3,5,0.05,54,0.06206896551724138
te,log_return,1,3,5,0.1,80,0.09195402298850575
te,log_return,1,3,5,0.2,140,0.16091954022988506
te,log_return,1,3,5,0.3,146,0.167816091954023
te,log_return,1,3,5,0.5,150,0.1724137931034483
te,log_return,1,3,4,0.001,0,0.0
te,log_return,1,3,4,0.005,1,0.0011494252873563218
te,log_return,1,3,4,0.01,15,0.017241379310344827
te,log_return,1,3,4,0.02,37,0.04252873563218391
te,log_return,1,3,4,0.05,53,0.06091954022988506
te,log_return,1,3,4,0.1,77,0.08850574712643679
te,log_return,1,3,4,0.2,118,0.135632183908046
te,log_return,1,3,4,0.3,120,0.13793103448275862
te,log_return,1,3,4,0.5,120,0.13793103448275862
te,log_return,2,1,none,0.001,0,0.0
te,log_return,2,1,none,0.005,9,0.010344827586206896
te,log_return,2,1,none,0.01,19,0.021839080459770115
te,log_return,2,1,none,0.02,35,0.040229885057471264
te,log_return,2,1,none,0.05,61,0.07011494252873564
te,log_return,2,1,none,0.1,117,0.13448275862068965
te,log_return,2,1,none,0.2,216,0.2482758620689655
te,log_return,2,1,none,0.3,303,0.3482758620689655
te,log_return,2,1,none,0.5,439,0.5045977011494253
te,log_return,2,1,5,0.001,0,0.0
te,log_return,2,1,5,0.005,9,0.010344827586206896
te,log_return,2,1,5,0.01,19,0.021839080459770115
te,log_return,2,1,5,0.02,35,0.040229885057471264
te,log_return,2,1,5,0.05,58,0.06666666666666667
te,log_return,2,1,5,0.1,102,0.11724137931034483
te,log_return,2,1,5,0.2,142,0.1632183908045977
te,log_return,2,1,5,0.3,149,0.17126436781609194
te,log_return,2,1,5,0.5,150,0.1724137931034483
te,log_return,2,1,4,0.001,0,0.0
te,log_return,2,1,4,0.005,9,0.010344827586206896
te,log_return,2,1,4,0.01,19,0.021839080459770115
te,log_return,2,1,4,0.02,35,0.040229885057471264
te,log_return,2,1,4,0.05,55,0.06321839080459771
te,log_return,2,1,4,0.1,91,0.10459770114942529
te,log_return,2,1,4,0.2,116,0.13333333333333333
te,log_return,2,1,4,0.3,120,0.13793103448275862
te,log_return,2,1,4,0.5,120,0.13793103448275862
te,log_return,2,2,none,0.001,0,0.0
te,log_return,2,2,none,0.005,13,0.014942528735632184
te,log_return,2,2,none,0.01,16,0.01839080459770115
te,log_return,2,2,none,0.02,23,0.026436781609195402
te,log_return,2,2,none,0.05,54,0.06206896551724138
te,log_return,2,2,none,0.1,87,0.1
te,log_return,2,2,none,0.2,203,0.23333333333333334
te,log_return,2,2,none,0.3,282,0.32413793103448274
te,log_return,2,2,none,0.5,482,0.5540229885057472
te,log_return,2,2,5,0.001,0,0.0
te,log_return,2,2,5,0.005,13,0.014942528735632184
te,log_return,2,2,5,0.01,16,0.01839080459770115
te,log_return,2,2,5,0.02,23,0.026436781609195402
te,log_return,2,2,5,0.05,54,0.06206896551724138
te,log_return,2,2,5,0.1,77,0.08850574712643679
te,log_return,2,2,5,0.2,132,0.15172413793103448
te,log_return,2,2,5,0.3,146,0.167816091954023
te,log_return,2,2,5,0.5,150,0.1724137931034483
te,log_return,2,2,4,0.001,0,0.0
te,log_return,2,2,4,0.005,13,0.014942528735632184
te,log_return,2,2,4,0.01,16,0.01839080459770115
te,log_return,2,2,4,0.02,23,0.026436781609195402
te,log_return,2,2,4,0.05,51,0.05862068965517241
te,log_return,2,2,4,0.1,70,0.08045977011494253
te,log_return,2,2,4,0.2,110,0.12643678160919541
te,log_return,2,2,4,0.3,119,0.1367816091954023
te,log_return,2,2,4,0.5,120,0.13793103448275862
te,log_return,2,3,none,0.001,0,0.0
te,log_return,2,3,none,0.005,4,0.004597701149425287
te,log_return,2,3,none,0.01,43,0.04942528735632184
te,log_return,2,3,none,0.02,48,0.05517241379310345
te,log_return,2,3,none,0.05,84,0.09655172413793103
te,log_return,2,3,none,0.1,129,0.1482758620689655
te,log_return,2,3,none,0.2,244,0.28045977011494255
te,log_return,2,3,none,0.3,337,0.3873563218390805
te,log_return,2,3,none,0.5,517,0.5942528735632184
te,log_return,2,3,5,0.001,0,0.0
te,log_return,2,3,5,0.005,4,0.004597701149425287
te,log_return,2,3,5,0.01,42,0.04827586206896552
te,log_return,2,3,5,0.02,47,0.054022988505747126
te,log_return,2,3,5,0.05,76,0.08735632183908046
te,log_return,2,3,5,0.1,105,0.1206896551724138
te,log_return,2,3,5,0.2,142,0.1632183908045977
te,log_return,2,3,5,0.3,146,0.167816091954023
te,log_return,2,3,5,0.5,148,0.17011494252873563
te,log_return,2,3,4,0.001,0,0.0
te,log_return,2,3,4,0.005,4,0.004597701149425287
te,log_return,2,3,4,0.01,41,0.047126436781609195
te,log_return,2,3,4,0.02,44,0.05057471264367816
te,log_return,2,3,4,0.05,68,0.07816091954022988
te,log_return,2,3,4,0.1,95,0.10919540229885058
te,log_return,2,3,4,0.2,116,0.13333333333333333
te,log_return,2,3,4,0.3,117,0.13448275862068965
te,log_return,2,3,4,0.5,119,0.1367816091954023
te,log_return,3,1,none,0.001,0,0.0
te,log_return,3,1,none,0.005,0,0.0
te,log_return,3,1,none,0.01,4,0.004597701149425287
te,log_return,3,1,none,0.02,14,0.016091954022988506
te,log_return,3,1,none,0.05,56,0.06436781609195402
te,log_return,3,1,none,0.1,87,0.1
te,log_return,3,1,none,0.2,164,0.18850574712643678
te,log_return,3,1,none,0.3,233,0.267816091954023
te,log_return,3,1,none,0.5,409,0.47011494252873565
te,log_return,3,1,5,0.001,0,0.0
te,log_return,3,1,5,0.005,0,0.0
te,log_return,3,1,5,0.01,4,0.004597701149425287
te,log_return,3,1,5,0.02,14,0.016091954022988506
te,log_return,3,1,5,0.05,55,0.06321839080459771
te,log_return,3,1,5,0.1,83,0.09540229885057472
te,log_return,3,1,5,0.2,131,0.15057471264367817
te,log_return,3,1,5,0.3,144,0.16551724137931034
te,log_return,3,1,5,0.5,150,0.1724137931034483
te,log_return,3,1,4,0.001,0,0.0
te,log_return,3,1,4,0.005,0,0.0
te,log_return,3,1,4,0.01,4,0.004597701149425287
te,log_return,3,1,4,0.02,14,0.016091954022988506
te,log_return,3,1,4,0.05,53,0.06091954022988506
te,log_return,3,1,4,0.1,79,0.09080459770114943
te,log_return,3,1,4,0.2,111,0.12758620689655173
te,log_return,3,1,4,0.3,118,0.135632183908046
te,log_return,3,1,4,0.5,120,0.13793103448275862
te,log_return,3,2,none,0.001,0,0.0
te,log_return,3,2,none,0.005,1,0.0011494252873563218
te,log_return,3,2,none,0.01,3,0.0034482758620689655
te,log_return,3,2,none,0.02,9,0.010344827586206896
te,log_return,3,2,none,0.05,33,0.03793103448275862
te,log_return,3,2,none,0.1,84,0.09655172413793103
te,log_return,3,2,none,0.2,155,0.1781609195402299
te,log_return,3,2,none,0.3,252,0.2896551724137931
te,log_return,3,2,none,0.5,431,0.4954022988505747
te,log_return,3,2,5,0.001,0,0.0
te,log_return,3,2,5,0.005,1,0.0011494252873563218
te,log_return,3,2,5,0.01,3,0.0034482758620689655
te,log_return,3,2,5,0.02,9,0.010344827586206896
te,log_return,3,2,5,0.05,33,0.03793103448275862
te,log_return,3,2,5,0.1,82,0.09425287356321839
te,log_return,3,2,5,0.2,124,0.1425287356321839
te,log_return,3,2,5,0.3,143,0.16436781609195403
te,log_return,3,2,5,0.5,150,0.1724137931034483
te,log_return,3,2,4,0.001,0,0.0
te,log_return,3,2,4,0.005,1,0.0011494252873563218
te,log_return,3,2,4,0.01,3,0.0034482758620689655
te,log_return,3,2,4,0.02,9,0.010344827586206896
te,log_return,3,2,4,0.05,33,0.03793103448275862
te,log_return,3,2,4,0.1,78,0.0896551724137931
te,log_return,3,2,4,0.2,106,0.12183908045977011
te,log_return,3,2,4,0.3,118,0.135632183908046
te,log_return,3,2,4,0.5,120,0.13793103448275862
te,log_return,3,3,none,0.001,0,0.0
te,log_return,3,3,none,0.005,1,0.0011494252873563218
te,log_return,3,3,none,0.01,10,0.011494252873563218
te,log_return,3,3,none,0.02,32,0.0367816091954023
te,log_return,3,3,none,0.05,73,0.0839080459770115
te,log_return,3,3,none,0.1,128,0.1471264367816092
te,log_return,3,3,none,0.2,226,0.2597701149425287
te,log_return,3,3,none,0.3,332,0.3816091954022989
te,log_return,3,3,none,0.5,458,0.5264367816091954
te,log_return,3,3,5,0.001,0,0.0
te,log_return,3,3,5,0.005,1,0.0011494252873563218
te,log_return,3,3,5,0.01,10,0.011494252873563218
te,log_return,3,3,5,0.02,32,0.0367816091954023
te,log_return,3,3,5,0.05,72,0.08275862068965517
te,log_return,3,3,5,0.1,115,0.13218390804597702
te,log_return,3,3,5,0.2,139,0.15977011494252874
te,log_return,3,3,5,0.3,149,0.17126436781609194
te,log_return,3,3,5,0.5,150,0.1724137931034483
te,log_return,3,3,4,0.001,0,0.0
te,log_return,3,3,4,0.005,1,0.0011494252873563218
te,log_return,3,3,4,0.01,10,0.011494252873563218
te,log_return,3,3,4,0.02,32,0.0367816091954023
te,log_return,3,3,4,0.05,69,0.07931034482758621
te,log_return,3,3,4,0.1,100,0.11494252873563218
te,log_return,3,3,4,0.2,115,0.13218390804597702
te,log_return,3,3,4,0.3,120,0.13793103448275862
te,log_return,3,3,4,0.5,120,0.13793103448275862
